address,stalk,seeds
0x867fE13b4dE1dCeA131e9cdE6a6b4848a13Ec469,55284,12
0x86d6facD0C3BD88C0e1e88b4802a8006ec46997b,102390,18
0x87061D42aE66a7A7c181b8664EA53780146fd0e7,23052,4
0x87376f16268A0b93055A6FbcBe94f093cb589B81,143790,30
0x877cEA592fd83Dcc76243636dedC31CA7ce46cE1,34716,6
0x87872F0514Dd26F88c775D975C6C6Cf0f0A95FE1,30270,6
0x8798C5Add2c42cE8E773a3104d23CA36b10c8C15,186244,36
0x87C9E571ae1657b19030EEe27506c5D7e66ac29e,1857354,340
0x87a62b0B5f0dcd16A3D92Fb19B188C9ff9F067C2,8632,2
0x88673cb5439fE3Ea7eaA633C2E02fb07284e0765,139468,24
0x88F667664E61221160ddc0414868eF2f40e83324,114678,20
0x88cE2D4fB3cC542F0989d61A1c152fa137486d81,332164,98
0x898ab6605409028c42399a6dc9C8ca8Ee164fE44,73944,20
0x898fF4Bab886E4E96F3F56B86692dD0DB204aC27,46224,8
0x8A30D3bb32291DBbB5F88F905433E499638387b7,114636,18
0x8A3fA37b0f64CE9abb61936Dbc05bf2cCBA7a5a9,58400,10
0x8A8b65aF44aDf126faF6e98ca02174DfF2d452DF,342876,68
0x8B5A4f93c883680Ee4f2C595D54A073c22dF6c72,14904,4
0x8B79D14316cf2317C61b4Ab66448d0529E5Fc024,1634,2
0x8BB07e694B421433c9545C0F3d75d99cc763d74A,823770,154
0x8C39f76b8A25563d84D8bbad76443b0E9CbB3D01,57974,14
0x8D06Ffb1500343975571cC0240152C413d803778,64572,12
0x8E22B0945051f9ca957923490FffC42732A602bb,171146,54
0x8E32736429d2F0a39179214C826DeeF5B8A37861,13990,10
0x8E8A5fb89F6Ab165F982fA4869b7d3aCD3E4eBfE,38768,14
0x8F21151D98052eC4250f41632798716695Fb6F52,60732,12
0x8FdD0CF22012a5FEcDbF77eF30d9e9834DC1bf0A,66654,14
0x8a7C6a1027566e217ab28D8cAA9c8Eddf1Feb02B,21788,2
0x8aC9DB9c51e0d077a2FA432868EaFd02d9142d53,130980,24
0x8afcd552709BAC70a470EC1d137D535BFa4FAdEE,56360,12
0x8ba536EF6b8cC79362C2Bcb2fc922eB1b367c612,47172,12
0x8c1c2349a8FBF0Fb8f04600a27c88aA0129dbAaE,8038,2
0x8c919F4128c9e7a1D82ee94A1916D12A9C073bb4,69732,12
0x8d1c3018d6EC8Dc3BFb8c85250787f0b4F745e43,34480,10
0x8eD2B62f6bC83BfbC3380E5Fa1271E95F38837E3,39512,8
0x8fE7261B58A691e40F7A21D38D27965E2d3AFd6E,34542,6
0x8fE8686b254E6685d38eaBdC88235d74bF0cbeaD,1021392,316
0x90111E5EfF22fFE04c137C2ceb03bCD28A959b60,11634,2
0x90F15E09B8Fb5BC080B968170C638920Db3A3446,108408,20
0x90Fe1AD4F312DCCE621389fc73A06dCcfD923211,23212,4
0x90a69b1a180f60c0059f149577919c778cE2b9e1,85916,16
0x91953b70d0861309f7D3A429A1CF82C8353132Be,83142,14
0x91d60813323A8795e098b127c8ec9b2aD0F70dA1,30322,6
0x923CC3D985cE69a254458001097012cb33FAb601,146840,28
0x9241089cf848cB30c6020EE25Cd6a2b28c626744,106686,26
0x925753106FCdB6D2f30C3db295328a0A1c5fD1D1,140296,28
0x9260ae742F44b7a2e9472f5C299aa0432B3502FA,56968,20
0x92D29e49e9fD72AB2A620885Cc3f160274fA2B8b,60388,12
0x930836bA4242071FEa039732ff8bf18B8401403E,52824,22
0x935A937903d18f98A705803DC3c5F07277fAb1B6,11680,2
0x9392e42722ACDa954984590b243eB358582991aA,73006,14
0x94d29Be06f423738f96A5E67A2627B4876098Cdc,77108,14
0x94fDfEA0f8E66f245D242796b735B6070D52F6dD,127512,22
0x95603220F8245535385037C3Cd9819ebCf818866,219028,44
0x956BE972E8D16709D321b8C57Bce7E5f021fBE9E,41400,10
0x9599BF29Df5B7491C8cf7602b8C05157DbB784bF,33372,6
0x95D1C6ecb2951e3111333C987f8A0d939A9b7b09,147810,46
0x9664ca3827D81694aaf1b4C93891dE770A9340cf,255428,60
0x968E24C15a30d6Ff1B67f590c1c3A7fCeCb5C3fd,115212,20
0x96CF76Eaa90A79f8a69893de24f1cB7DD02d07fb,63086,10
0x9832eE476D66B58d185b7bD46D05CBCbE4e543e1,173186,48
0x988fB2064B42a13eb556DF79077e23AA4924aF20,34110,6
0x995D1e4e2807Ef2A8d7614B607A89be096313916,138340,22
0x99cAEE05b2293264cf8476b7B8ad5e14B9818a3b,28320,2
0x9A00BEFfa3fc064104b71f6B7EA93bAbDC44D9dA,358800,58
0x9A428d7491ec6A669C7fE93E1E331fe881e9746f,1121412,200
0x9A9f7885a9a0b9EFD48D1eAFA17e2E633f89E609,66362,10
0x9ADA95Ce2a188C51824Ef76Dd49850330AF7545F,185158,32
0x9BB4B2b03d3cD045a4C693E8a4cF131f9C923Acb,23160,4
0x9F1F4714d07859DD4C8D1312881A0700Ed1C2A7e,11636,2
0x9a37d222322e75e40D90EC8127fB85dd4E63949B,26594,6
0x9b54ede44B624e057aA948308e0C10D91BFD59E6,332904,58
0x9b69b0e48832479B970bF65F73F9CcD125E09d0F,27872,16
0x9bA956e1C9417cA7223DE8684619414D5dFFD9e2,22880,4
0x9c52dC78bd84007bF63987806f0aeEece0ef14a6,56564,16
0x9c88cD7743FBb32d07ED6DD064aC71c6C4E70753,23244,4
0x9d6019484f10D28e6A9E9C2304B9B0eDcb9ac698,79254,14
0x9e16025a87B5431AE1371dE2Da7DcA4047C64196,28080,20
0x9e8Caff2218E77befdc62Ea6D18ABd1493F96B9a,21776,2
0x9fA7fbA664a08E5b07231d2cB8E3d7D1E5f4641c,36210,10
0x9fbB12Ea7DC6dE6503b35dA4389DB3aecf8E4282,631954,118
0xA09DEa781E503b6717BC28fA1254de768c6e1C4e,292880,60
0xA14EDe51540df9d540CE6A9B5327bFDAfB2150e9,11664,2
0xA160ddd847200C5A0b86A2D4107dba56A6E3053b,533270,106
0xA1c83E4f6975646E6a7bFE486a1193e2Fe736655,162032,32
0xA256Aa181aF9046995aF92506498E31E620C747a,43560,12
0xA33be425a086dB8899c33a357d5aD53Ca3a6046e,247462,46
0xA3e1b60002a24f6cFf3f74E2AA260b8C17bbdF7D,22728,4
0xA40633dF77e6065C7545cd4fcD79F0Ce2fa42cF1,21530,14
0xA419489219dC5fA1ECeC3749dB45767Aa9F8e912,147540,28
0xA5Cc7F3c81681429b8e4Fc074847083446CfDb99,69612,12
0xA7e3feD558E81dAb40Cd87F334D68b0BF0AB3fD6,353886,66
0xA970FEEBCFbCCf89f9a15323e4feBb4D7cf20e34,145988,38
0xAA790Bd825503b2007Ad11FAFF05978645A92a2C,1091098,198
0xAB9497dE5d2D768Ca9D65C4eFb19b538927F6732,46464,8
0xABC508DdA7517F195e416d77C822A4861961947a,125292,24
0xAD503B72FC36A699BF849bB2ed4c3dB1967A73da,764628,138
0xAD7bBd9E7fbCdbf80199e940d0A8a6f2D690457d,157006,32
0xAf0aF5A4A7B3e26359696ebC3D40cDb98f832376,20804,4
0xB06fF7d5560f213937fC723CC65366415B7821bd,68154,12
0xB2dd7f7a0c94364067aDE38aB28Ad18d124bB329,31692,8
0xB345720Ab089A6748CCec3b59caF642583e308Bf,53670,10
0xB4D12acf58C79C23Af491f2eF0039f1c57ABE277,349082,86
0xB58A0c101dd4dD9c29B965F944191023949A6fd0,112082,38
0xB64F17d47aDf05fE3691EbbDfcecdF0AA5dE98D6,21904,2
0xB70e3a9573AE3De81f15257b1d5a0f20847De138,95316,18
0xB73a795F4b55dC779658E11037e373d66b3094c7,40572,12
0xB81D739df194fA589e244C7FF5a15E5C04978D0D,183978,42
0xBAe7A9B7Df36365Cb17004FD2372405773273a68,21210,6
0xBB8FB8fE5198f25D117C0e7B1b9C8260CB19C3C0,11028,2
0xBBD189593331b2538e9160D28720D4e3E20812FB,23212,4
0xBb02C110452Ae7aB8eb369b77Ad65bB6C18B4361,253806,42
0xBbD2f625F2ecf6B55dc9de8EC7B538e30C799Ac6,574268,100
0xBd03118971755fC60e769C05067061ebf97064ba,13228,4
0xBd80cee1D9EBe79a2005Fc338c9a49b2764cfc36,67344,12
0xBf4Aa57563dB2A8185148EC874EA96dff82CeB13,44644,6
0xBf68f1CE39Ed3BD9B20944260AA678bB934D164b,408330,88
0xC02a0918E0c47b36c06BE0d1A93737B37582DaBb,21644,14
0xC09dc9d451D051d63DDef9A4f4365fBfAC65a22B,310316,72
0xC0eB311C2f846BD359ed8eAA9a766D5E4736846A,69720,12
0xC0eC0e2a7f526b2eBF5a7e199Ff776a019f012c8,197902,34
0xC19cF05F28BD4fd58E427a60EC9416d73B6d6c57,227304,52
0xC1CeDc9707cAA9869Dca060FCF90054eA8571E42,41112,8
0xC1e607B7730C43C8D15562ffa1ad27B4463DC4c4,46540,8
0xC2820F702Ef0fBd8842c5CE8A4FCAC5315593732,3872140,884
0xC327F2f6C5Df87673E6E12e674bA26654A25a7B5,92984,16
0xC3853C3A8fC9c454f59c9aeD2Fc6cfa1a41eB20E,366150,90
0xC51feFB9eF83f2D300448b22Db6fac032F96DF3F,162464,28
0xC52A0B002ac4E62bE0d269A948e55D126a48C767,35310,10
0xC5581F1aE61E34391824779D505Ca127a4566737,461684,136
0xC56725DE9274E17847db0E45c1DA36E46A7e197F,184300,32
0xC64d472Cc19c2A9Fae649eC2DcDcff87ca94F7De,79998,18
0xC65F06b01E114414Aac120d54a2E56d2B75b1F85,148360,28
0xC6AC7c7aCabc3585cfE16478fd4D22C1E8dC3c57,40494,12
0xC725c98A214a3b79C0454Ef2151c73b248ce329c,64348,14
0xC76d7eb6B13a8aDC5E93da2bD1ae4309806757c6,100602,18
0xC7c5a25141dfBB4eb586c58fE0f12efd5f999A2B,91382,14
0xC89A6f24b352d35e783ae7C330462A3f44242E89,44728,6
0xC95186f04B68cfec0D9F585D08C3b5697C858fe0,49584,6
0xCA754d7Fc19e0c3cD56375c584aB9E61443a276d,9334,2
0xCCF00d42bdEA5Fff0b46DD18a5e23FC8ac85a4AA,389058,78
0xCba1A275e2D858EcffaF7a87F606f74B719a8A93,1624810,310
0xCfCdCdE4D1c654eD980B4B3f6ff782194b3Aa666,67824,16
0xCfff6932D4ada56F6f1AEdAa61F6947cec95D90a,161068,26
0xD00fB8efFeE21177df7871F285B379Bb03d8A8b5,62622,14
0xD0988045f54BAf8466a2EA9f097b22eEca8F7A00,181248,40
0xD14f924DE730Bb2F0C6E5B45b21b37468950a2fF,43082,6
0xD1720E80f9820a1e980E5F5F1B644cDe257B6bf0,122682,24
0xD2F1BBfbC68c79F9D931C1fAD62933044F8f72c8,70736,16
0xD360EcB91406717Ad13C4fae757b69B417E2Af6b,138040,24
0xD379e6E98099A6C8EE68eaBe356a5BB8E0Df6AC7,11538,2
0xD441C97eF1458d847271f91714799007081494eF,1017852,192
0xD4B5541B7d82C6284e54910aB6068dC218Da1D1C,6176,4
0xD4ccCdedAAA75E15FdEdDd6D01B2af0a91D42562,26888,8
0xD54fDf2c1a19bB5Abe5Bd4C32623f0dDD1752709,178284,44
0xD5Fe199029ee4626478D47caE4F6F68CEa142c4C,28896,12
0xD6278E5EeA2981B1D4Ad89f3d6C44670caD6E427,139000,30
0xD6626eA482D804DDd83C6824284766f73A45D734,33134,6
0xD66DcFf7D207Dd5C5D7323d99CC57d00Fa92D4ea,7842,2
0xD71dB81bE94cbA42A39ad7171B36dB67b9B464c6,180982,34
0xD7Fca6b7F0dD2C18E85a77b18a5e7aa6E1EBB445,48846,12
0xD8c84eaC995150662CC052E6ac76Ec184fcF1122,984392,180
0xD93cA8A20fE736C1a258134840b47526686D7307,20886,6
0xDA7Ece710c262a825b4d255e50f139FA17Fd401F,11116,2
0xDB23905E09bc6934204991f02729392a11eEd8F8,22384,4
0xDD11460317C683e4057E115eB14e1C9F7Ca41E12,69636,12
0xDE3E4d173f754704a763D39e1Dcf0a90c37ec7F0,3968432,1272
0xDFc6b16343F92c1347B6E9700aA6c5d9E34794A1,378164,82
0xDaA95A36D6CbD4E58A89253d3A19E26b067960C7,143798,26
0xE146313a9D6D6cCdd733CC15af3Cf11d47E96F25,1144052,312
0xE203096D7583E30888902b2608652c720D6C38da,161178,26
0xE2CDf066eEe46b2C424Dd1894b8aE33f153F533C,165006,44
0xE2bDaE527f99a68724B9D5C271438437FC2A4695,345100,68
0xE3b2fC5a80B80C8F668484171D7395e3fDE76670,106394,22
0xE4452Cb39ad3Faa39434b9D768677B34Dc90D5dc,18832,4
0xE45D85B382EFd7833Da1B8CAB53B203D22340b1a,108564,26
0xE46523509280267d4785cFcF89eba8F3cbD96267,11274,2
0xE6F00dDe5F7622298C16A9e39b471D1c1c2De250,128024,22
0xE874946c5876E5e6a9Fbc1e17DB759e06E3B3ffe,139088,24
0xE9691477a468cC9084B690920B845C20dc54Ae04,341206,64
0xE9B05bC1FA8684EE3e01460aac2e64C678b9dA5d,2416116,484
0xE9ecBb281297D9BD50CF166ab1280312F9fA9e7C,121456,32
0xEAa4F3773F57af1D4c7130e07CDE48050245511B,252356,50
0xEaFc0e4AcF147e53398A4c9AE5F15950332Cce06,425168,76
0xEf49FFe2C1A6f64cfE18A26b3EfE7d87830838C8,274336,56
0xF05980BF83005362fdcBCB8F7A453fE40B669D96,12552,8
0xF1cCFA46B1356589EC6361468f3520Aff95B21c3,11638,2
0xF269a21A2440224DD5B9dACB4e0759eCAC1E7eF5,162806,32
0xF38762504B458dC12E404Ac42B5ab618A7c4c78A,42108,12
0xF3A45Ee798fc560CE080d143D12312185f84aa72,23850,10
0xF6f6d531ed0f7fa18cae2C73b21aa853c765c4d8,684412,118
0xF808adAAb2B3A2dfa1d658cB9E187fF3b74CC0aC,189524,54
0xF840AA35b73EE0Bbf488D81d684706729Aba0a15,172570,32
0xF9790906affda8aA80fFf67deD5063d1221a5F1d,124816,26
0xF9D183AF486A973b7921ceb5FdC9908D12AAb440,482336,92
0xFA97e9B029D3CB15A6566CB52211B022dc67EFFB,21812,2
0xFAe73E896f6e35Bf60a52C4F7275381e8d0F6344,14794,4
0xFB8A7286FAbA378a15F321Cd82425B6B5E855B27,748496,144
0xFE09f953E10f3e6A9d22710cb6f743e4142321bd,9276,6
0xFaE9C276d513E6dC5060BB9bE5111c3124C4376c,5816,2
0xFb00Fab6af5a0aCD8718557D34B52828Ae128D34,403124,72
0xFc64410a03b205b995a9101f99a55026D8F1f1da,424968,86
0xFc748762F301229bCeA219B584Fdf8423D8060A1,2234132,424
0xFf4A6b6F1016695551355737d4F1236141ec018D,151608,28
0xa2321c2a5fAa8336b09519FB8fA5a19077da7794,52280,10
0xa31CFf6aA0af969b6d9137690CF1557908df861B,673520,116
0xa36B48545904789EbB6B898467F9506A54E9F052,90480,16
0xa3d63491abf28803116569058A263B1A407e66Fb,69536,12
0xa4f1b0889354b88CaAcC8142Ee0601D8920AE776,84300,16
0xa69eb732230F041E62640Da3571F414a01413DB3,131426,34
0xa752EeA12f7ecAA7674363255e5e7F0B083a515C,835598,162
0xa75b7833c78EBA62F1C5389f811ef3A7364D44DE,11712,4
0xa82240Bb0291A8Ef6e46a4f6B8ABF4737B0b5257,4739468,894
0xa8DC7990450Cf6A9D40371Ef71B6fa132EeABB0E,3642,2
0xa8eE3e3c264d6034147fA1F21d691BaC393c7D94,156036,30
0xa9a01Cf812DA74e3100E1fb9B28224902D403ed7,220638,50
0xaBA9DC3A7B4F06158dD8C0c447E55bf200426208,22836,4
0xaBe78350f850924bAfF4B7139c17932d4c0560C5,595500,160
0xaCc53F19851ce116d52B730aeE8772F7Bd568821,891766,184
0xaa75c70b7ce3A00cdFa1Bf401756bdf5C70889Cc,127762,22
0xab557f77Ef6d758A18DF60AcfaCB1d5feE4C09c2,46732,6
0xaef29B25E1235E52D592a50d1FF05e60792C9552,435472,82
0xafaAa25675447563a093BFae2d3Db5662ADf9593,20160,6
0xb02f6c30bcf0d42E64712C28B007b85c199Db43f,208354,40
0xb077cBD6a097D65835a7F78FDd93f0F4325B5C40,10836,2
0xb1821263a27069c37AD6c042950c7BA59A7c8eC2,69708,12
0xb1D47D39c3BB868E5E4Be068b7057D4CAaD0b31C,1068332,220
0xb3F3658bF332ba6c9c0Cc5bc1201cABA7ada819B,328816,72
0xb440e219660775342186620768eC03cF304c2c4d,223848,44
0xb54f4f12c886277eeF6E34B7e1c12C4647b820B2,3190,2
0xb57Fd427c7a816853b280D8c445184e95Fe8f61A,235800,42
0xb74e5e06f50fa9e4eF645eFDAD9d996D33cc2d9D,71816,16
0xb78003FCB54444E289969154A27Ca3106B3f41f6,81270,14
0xb95A01D3B437c57631231bF995ca65678764b2E8,44948,6
0xbC4de0a59D8aF0Af3e66e08e488400Aa6F8bB0FB,276156,52
0xbCC44956d70536bed17C146a4D9E66261BB701DD,246460,44
0xbD50a98a99438325067302D987ccebA3C7a8a296,40508,8
0xbEc5c7E83Ea5D1995eA81491f71f317Eb1Affd7A,8072,2
0xbFE4ec1b5906d4be89C3F6942d1C6B04b19DE79e,58340,12
0xba121d80C8Cac15fc960BdEe1B0Af7Eea9084526,56880,10
0xbaeC6eD4A9c3b333E1cB20C3e729D7100c85D8F1,228692,44
0xbb2C53B8C42A5E3831E1ca5f97F0834Bf8aE7D77,14520,4
0xbf8A064c575093bf91674C5045E144A347EEe02E,29490,10
0xc06320d9028F851c6cE46e43F04aFF0A426F446c,69702,12
0xc0985b8b744C63e23e4923264eFfaC7535E44f21,41256,8
0xc0e2324817EaefD075aF9f9fAF52FFaef45d0c04,250128,52
0xc0fCfD732d6eD4aD1aFb182A080F31e74Fc0f28D,184716,32
0xc16Aa2E25F2868fea5C33E6A0b276dcE7EE1eE47,46144,8
0xc18BAB9f644187505F391E394768949793e9894f,23508,6
0xc1d1f253E40d2796Fb652f9494F2Cee8255A0a4F,152116,34
0xc207Ceb0709E1D2B6Ff32E17989d4a4D87C91F37,226816,48
0xc2352B1bb2115074B4C13a529B2C221E118D9817,3888,8
0xc240D9f8d38F2bE93900C5e5D1Acc10D2CC7AbAc,5574,2
0xc31eD6608Afb1F7ABd8a4EE524793F60876b5b66,45882,12
0xc5FB51E68d2753Fd484b7f99a13C8E746720C6aC,81242,14
0xc6DDfC6733a8874882FDE1D217d69BA522208B52,32214,6
0xc73E258784A41D10eE5823C12e97806551bc8eeC,50890,10
0xc83746C2da00F42bA46a8800812Cd0FdD483d24A,148170,50
0xc84C19Bbf07d0CB7CC430fC3C51173c4ACD5dD9D,113050,34
0xcA210D9D38247495886a99034DdFF2d3312DA4e3,957400,166
0xcB1667B6F0Cd39C9A38eDadcfA743dE95cB65368,443704,116
0xcCbc56e1D30DBAaB70B013872Dbc7d773A9E54fB,11224,2
0xcb26ea9b520c6D300939A9D5B94308CD77484A6f,11592,2
0xccbfB8e76153b8FEA7EB7BBD66f1AAaAE314D65F,11616,2
0xcd5561b1be55C1Fa4BbA4749919A03219497B6eF,33400,6
0xce66C6A88bD7BEc215Aa04FDa4CF7C81055521D0,313376,54
0xcfd9c9Ac52b4B6Fe30537803CaEb327daDD411bB,44384,8
0xd2D533b30Af2c22c5Af822035046d951B2D0bd57,161144,30
0xd2F2f6b0F48e7a12496D8C9f7A2C18e6b76e49e0,92988,16
0xd2aa924591B370a78e022763B82ddcC711D4f2f7,44576,8
0xd30eB4f27aCac4d903a92A12a29f3fe758A6849c,197630,34
0xd368266f4e53b9e00147c758deD2eE063591F9A8,8560,2
0xd3F0862E4AcEf9A0c2D7FC4EAc9AB02c80D7b16c,34572,8
0xd3FeeDc8E702A9F191737c0482b685b74Be48CFa,135040,24
0xd3c1E750b5664170f4aF828145295B678BAFD460,1184316,204
0xd3e0Ef0eBB7bC536405918d4D8dBDF981185d435,337004,64
0xd43324eB6f31F86e361B48185797b339242f95f4,216770,44
0xd5aE1639e5EF6Ecf241389894a289a7C0c398241,254922,48
0xd653971FA19ef68BC80BECb7720675307Bfb3EE6,29192,6
0xd67acdDB195E31AD9E09F2cBc8d7F7891A6d44BF,82648,14
0xd6F2bEA66FCba0B9F426E185f3c98F6585c746D3,208874,42
0xd722B7b165bb87c77207a4e0e690596234Cf1aB6,69298,16
0xd72C0Bc5250c8F82E48BE46aD5f65bB5891483a0,49920,10
0xd9A859A420ddf413FbfCBC10bB7e16d773839004,106730,20
0xdB4fBc231F1D2b3B4c3d9e1602C895806fb06278,4030512,788
0xdBab0B75921E3008Fd0bB621A8248D969d2d2F0d,6816,2
0xdDF06174511F1467811Aa55cD6Eb4efe0DfFc2E8,67788,14
0xdb4f969Eb7904A6ddf5528AE8d0E85F857991CFd,231660,40
0xdb59f54F833Ee542Ab4f99Cb3Cdd66CD1Aa7b318,10912,2
0xdb97D72f8EA5Fb3a351EA2a7C6201b932d131661,1200866,238
0xdbB311A1A4f1c02989593Ca70BA6e75300F9F12D,419534,76
0xdbe95598aAf4ab9A68378FFB64b24e3126F346A6,6724,2
0xdff24806405f62637E0b44cc2903F1DfC7c111Cd,21680,2
0xe031B10E874FaE6989359cdE6f55fcBCF2bA2ffd,113632,20
0xe1D86a7088d05398A2B9bA566bE0b3C5ffa5D9aF,363500,70
0xe1d045be479CE7127186896A0149aaC7137b455E,66264,12
0xe249d1bE97f4A716CDE0D7C5B6b682F491621C41,20744,4
0xe3cd19FAbC17bA4b3D11341Aa06b6f245DE3f9A6,18448,8
0xe43e06794069FeF7A93c1Ab5ef918CfC65e86E00,34788,6
0xe4BF6E1967D7bc0Bd5E2C767c3A2CCAdf23446df,110708,24
0xe5D36124DE24481daC81cc06b2Cd0bbE81701D14,135570,22
0xe5eB46c6fdDb202CE7c1aa4CF3951F09F6ad00F3,34104,6
0xe693eB739c0bE8c2bDD978C550B5D8b8022A8adA,133726,26
0xe846880530689a4f03dBd4B34F0CDbb405609de1,175428,36
0xe86a6C1D778F22D50056a0fED8486127387741e2,160096,32
0xe88a280b0434f0523c99455D2d6FB0E2E5BE088C,477140,82
0xe8F65bFf630a1102e45C53D89183040a2Da27D36,89740,28
0xe9F55fF0Ce2c086a02154E18d10696026aFC0E63,167790,30
0xeDC36b2972542c0813a7aBd2aE1bBb7750391907,23244,4
0xeE55F7F410487965aCDC4543DDcE241E299032A4,67974,10
0xeE7840DAC7C3ec2cCDe49517fd3952e349997aB5,1974448,496
0xea3154098a58eEbfA89d705F563E6C5Ac924959e,406980,72
0xef764BAC8a438E7E498c2E5fcCf0f174c3E3F8dB,1961824,400
0xefaA5fE183b7CBe2772fE4AC88831b7Aa6C37422,120000,48
0xf1FCeD5B0475a935b49B95786aDBDA2d40794D2d,620704,108
0xf1db5C88Ac2b757e8B33F2E58E19CC55b3039898,120456,32
0xf286E07ED6889658A3285C05C4f736963cF41456,88616,20
0xf2d67343cB0599317127591bcef979feaF32fF76,64568,28
0xf324D236fbB7d642BDE863b4a65C3DB1DdbEC22e,21174,6
0xf3e9848D5accE2f83b8078ee21f458e59ec4289A,768668,140
0xf4C586A2DCD0Afb8718F830C31de0c3C5c91b90C,92452,20
0xf581e462DcA3Ea12fea1488E62D562deFd06e7C3,114568,24
0xf5aA301b1122B525Ab7d6bc5F224B15Bac59e1f2,42348,12
0xf6FbDeCb1193f6b15659cE747bfC561E06f1214a,242140,44
0xf78da0B8Ae888C318e1A19415d593729A61Ac0c3,22556,4
0xf7acc9E4E4F82300b9A92Bc4D539C7928c23233B,58066,14
0xf80cDe9FBB874500E8932de19B374Ab473E7d207,69528,12
0xf84F39554247723C757066b8fd7789462aC25894,13428,12
0xf8aA30A3aCFaD49efbB6837f8fEa8225D66E993b,74080,16
0xf95ecba30184289D15926Eb61337839E973a97df,137784,32
0xfA60a22626D1DcE794514afb9B90e1cD3626cd8d,544802,130
0xfB464Fcd5342D2997A43C6B7bcA7615d0fbDEeD9,34854,6
0xfD459E98FaCCB98838440dB466F01690322A721C,512860,134
0xfD96Fc073abC3357b52C0467F45f95c67c4d22fc,30234,6
0xfE5c7e0f6282Ef213F334a7C4c8EC0bFa8C2884e,93004,16
0xfa1F34aB261c88BbD8c19389Ec9383015c3F27e4,46376,8
0xfc22875F01ffeD27d6477983626E369844ff954C,89814,20
0xfdF8146c2dbAf678A84797AdecD62D0f3A51D365,223900,44
0xffE8e5d3401C48Dfa05f6C6ee3b5cbBD2cb83F30,14386,4
0x02009370Ff755704E9acbD96042C1ab832D6067e,175240,36
0x0F3A1E840F030617B7496194dC96Bf9BE1e54D59,171264,32
0x10e03eB5950bEA08bb882e3FF01286665f209F97,88640,16
0x12f1412fECBf2767D10031f01D772d618594Ea28,116132,20
0x1A81dB156AFd3Cd93545b823fD2Ac6DCDf3B0725,59984,12
0x1D7603B4173D52188b37f493107870bC9b4Ce746,182448,32
0x1aE02022a49b122a21bEBE24A1B1845113C37931,105440,20
0x1d264de8264a506Ed0E88E5E092131915913Ed17,22576,4
0x2303fD39E04cf4D6471dF5ee945bD0E2CFb6C7a2,359444,64
0x297751960DAD09c6d38b73538C1cce45457d796d,580612,104
0x2f62960f4da8f18ff4875d6F0365d7Dbc3900B8C,64308,12
0x31ca06f88438Decf247dd25695D53CBE2ac539f4,61636,12
0x387dfB7Fca2606AcaacD769Fb59803F6539C8269,35928,8
0x3C43674dfa916d791614827a50353fe65227B7f3,72084,16
0x3bf5FFF3Db120385AEefa86Ba00A27314a685d33,23120,4
0x3c5a438a2c19D024a3E53c27d45FAfAC9A45B4f7,69736,12
0x431e52E4993C4b7B23f587Cf96bc2Fe510037bE4,69692,12
0x4CC19A7A359F2Ff54FF087F03B6887F436F08C11,179824,32
0x4d7D2D9aDd39776Bba47A8F6473A6257dd897702,46464,8
0x4d7fE683e9fd9891D856b7b528656DCb493f8242,23228,4
0x53c9AccDD1C2162B416899edB87Eb69C58aFFacf,449100,96
0x569fa8c1E62feaB5b93a6252DDb8c0fD29423C50,205060,36
0x56A201b872B50bBdEe0021ed4D1bb36359D291ED,2012684,532
0x578BD31b74941eED1A0c924130FEf47181766a42,85376,16
0x5Ed417274E1acd3A1Fd2c9d9B37eFD5c076954E4,133784,24
0x5fBA3e7EeEB50A4Dc3328e2f974e0D608b38913e,41268,8
0x648457FC44EAAf5B1FeB75974c826F1ca44745b7,65404,12
0x664D448A984DAe1e829BF71e837faCd7b657EE10,36156,4
0x6Afbf03Fe3Bea05640da67Ae9F0B136c783e315d,23228,4
0x758917f2c8D3192FC9f109fE1EE0556808248CC0,114672,20
0x7dA66C591BFC8d99291385b8221c69aB9b3e0f0E,967764,184
0x7fFadA80929a732f93D648D92cc4E052e2b9C4Aa,23212,4
0x80b9Aa22ccDA52f40be998EEb19db4D08fafEC3e,35798,8
0x8242Cb3B1A95b20fF8c55ba280ECC6534e56Cdfd,11520,2
0x843f2C19bc6df9E32B482E2F9ad6C078001088b1,45064,8
0x85Eada0D605d905262687Ad74314bc95837dB4F9,311180,68
0x8b8Bd62E0729692B7400137B6bBC815c2cE07bcF,23268,4
0x8e653fFf3466368A47879C2775F78070B30226ad,81172,16
0x91e795eB6a2307eDe1A0eeDe84e6F0914f60a9C3,36712,8
0x989252fE804c3C1b15908C364AA5cDa791030067,23188,4
0x9C3Da668A27f58A60d937447E0A539b48321F04d,23248,4
0xB1fe6937a51870ea66B863BE76d668Fc98694f25,241060,48
0xB2d818649dB5D5fD462cEc1F063dd1B8B8b7E106,431860,76
0xBB8772b75E93204dE7462f19100F7e17C43b263d,23268,4
0xC6e76A8CA58b58A72116d73256990F6B54EDC096,44836,8
0xC7B42F99c63126B22858f4eEd636f805CFe82c91,1702724,360
0xDa8C9D1B00D12DdF67F2aa6aF582fD6A38209b39,445016,80
0xDb599dAA6D9AFB1f911a29bBfcCEdbB8E51c9b0c,23112,4
0xDdFE74f671F6546F49A6D20909999cFE5F09Ad78,956112,204
