0.005, 1000000, 0.988493406058558
0.01, 1000000, 0.9771524700936202
0.015, 1000000, 0.9659746571972349
0.02, 1000000, 0.9549574715005937
0.025, 1000000, 0.9440984555862713
0.03, 1000000, 0.9333951899089395
0.035, 1000000, 0.9228452922244391
0.04, 1000000, 0.9124464170270961
0.045, 1000000, 0.9021962549951718
0.05, 1000000, 0.8920925324443344
0.055, 1000000, 0.8821330107890434
0.06, 1000000, 0.8723154860117406
0.07, 1000000, 0.8530977807297004
0.08, 1000000, 0.8344224561281671
0.09, 1000000, 0.8162730721263407
0.1, 1000000, 0.798633693358723
0.11, 1000000, 0.7814888739548376
0.12, 1000000, 0.7648236427602255
0.13, 1000000, 0.7486234889866461
0.14, 1000000, 0.7328743482797107
0.15, 1000000, 0.7175625891924777
0.17, 1000000, 0.6881987762208012
0.19, 1000000, 0.6604311671564058
0.21, 1000000, 0.6341650041820726
0.23, 1000000, 0.6093112868361505
0.25, 1000000, 0.5857864256253713
0.27, 1000000, 0.5635119158156667
0.29, 1000000, 0.5424140302842413
0.33, 1000000, 0.5034753937446597
0.38, 1000000, 0.46027376814120946
0.45, 1000000, 0.4085047499499631
0.9, 1000000, 0.22204456672314377
0.005, 3000000, 0.983776536405929
0.01, 3000000, 0.9679945350111065
0.015, 3000000, 0.9526380613233313
0.02, 3000000, 0.9376918781434342
0.025, 3000000, 0.9231414102789086
0.03, 3000000, 0.9089727112634675
0.035, 3000000, 0.895172431956928
0.04, 3000000, 0.8817277909083386
0.045, 3000000, 0.868626546373203
0.05, 3000000, 0.8558569698829943
0.055, 3000000, 0.8434078212719552
0.06, 3000000, 0.8312683250725197
0.07, 3000000, 0.807877378825014
0.08, 3000000, 0.7856064028886043
0.09, 3000000, 0.7643837952898744
0.1, 3000000, 0.7441435217531716
0.11, 3000000, 0.7248246143085901
0.12, 3000000, 0.7063707206445349
0.13, 3000000, 0.6887296985485214
0.14, 3000000, 0.6718532504643022
0.15, 3000000, 0.6556965937888862
0.17, 3000000, 0.6253793405724426
0.19, 3000000, 0.5974793481666101
0.21, 3000000, 0.5717379151919024
0.23, 3000000, 0.5479300715946065
0.25, 3000000, 0.525859486019173
0.27, 3000000, 0.5053542362122028
0.29, 3000000, 0.48626328167670074
0.33, 3000000, 0.4518072556048739
0.38, 3000000, 0.41462555784558464
0.45, 3000000, 0.371254010859421
0.9, 3000000, 0.2186933719522659
0.005, 10000000, 0.9851737226151924
0.01, 10000000, 0.970761430644659
0.015, 10000000, 0.956746537865208
0.02, 10000000, 0.9431133124739901
0.025, 10000000, 0.9298468237651341
0.03, 10000000, 0.9169328926903124
0.035, 10000000, 0.9043580459814082
0.04, 10000000, 0.8921094735432339
0.045, 10000000, 0.8801749888510111
0.05, 10000000, 0.8685429921113414
0.055, 10000000, 0.8572024359670631
0.06, 10000000, 0.8461427935458878
0.07, 10000000, 0.8248265680621683
0.08, 10000000, 0.8045194270172396
0.09, 10000000, 0.7851530975272665
0.1, 10000000, 0.766665218442354
0.11, 10000000, 0.7489987232590216
0.12, 10000000, 0.7321012978270447
0.13, 10000000, 0.7159249025906607
0.14, 10000000, 0.7004253506676488
0.15, 10000000, 0.68556193437231
0.17, 10000000, 0.6575961226208655
0.19, 10000000, 0.631759681239449
0.21, 10000000, 0.6078227259058706
0.23, 10000000, 0.5855868704094357
0.25, 10000000, 0.5648800673771895
0.27, 10000000, 0.5455524222086705
0.29, 10000000, 0.5274727741119862
0.33, 10000000, 0.49461012289361284
0.38, 10000000, 0.4587658967980477
0.45, 10000000, 0.41636482361397587
0.9, 10000000, 0.2601562129458128
0.005, 90000000, 0.9852152929368606
0.01, 90000000, 0.9708592567341514
0.015, 90000000, 0.9569135749274008
0.02, 90000000, 0.9433609573691148
0.025, 90000000, 0.9301850694774185
0.03, 90000000, 0.9173704672485867
0.035, 90000000, 0.9049025374937268
0.04, 90000000, 0.892767442816813
0.045, 90000000, 0.8809520709014887
0.05, 90000000, 0.8694439877186144
0.055, 90000000, 0.8582313943058512
0.06, 90000000, 0.8473030868055568
0.07, 90000000, 0.8262572704372576
0.08, 90000000, 0.8062274705566613
0.09, 90000000, 0.7871420372030031
0.1, 90000000, 0.7689358898389307
0.11, 90000000, 0.7515497824365694
0.12, 90000000, 0.7349296649399273
0.13, 90000000, 0.719026126689054
0.14, 90000000, 0.7037939098015373
0.15, 90000000, 0.6891914824733962
0.17, 90000000, 0.6617262928282552
0.19, 90000000, 0.6363596297698088
0.21, 90000000, 0.6128602937515535
0.23, 90000000, 0.5910297971598633
0.25, 90000000, 0.5706967827806866
0.27, 90000000, 0.5517125463928281
0.29, 90000000, 0.5339474169852891
0.33, 90000000, 0.5016338055689489
0.38, 90000000, 0.46634353868138156
0.45, 90000000, 0.4245158057296602
0.9, 90000000, 0.2691477202198985
